,timestamp_utc,generation_mw,installed_capacity_mwp,capacity_mwp
0,2024-05-04T22:00:00Z,0.0,2741.8310367999998,2574.4428837
1,2024-05-04T22:30:00Z,0.0,2741.8310367999998,2574.4428837
2,2024-05-04T23:00:00Z,0.0,2741.8310367999998,2574.4428837
3,2024-05-04T23:30:00Z,0.0,2741.8310367999998,2574.3828464
4,2024-05-05T00:00:00Z,0.0,2741.8310367999998,2574.3828444
5,2024-05-05T00:30:00Z,0.0,2741.8310367999998,2574.3828444
6,2024-05-05T01:00:00Z,0.0,2741.8310367999998,2574.3828444
7,2024-05-05T01:30:00Z,0.0,2741.8310367999998,2574.3828444
8,2024-05-05T02:00:00Z,0.0,2741.8310367999998,2574.3828444
9,2024-05-05T02:30:00Z,0.0,2741.8310367999998,2574.3828444
10,2024-05-05T03:00:00Z,0.0,2741.8310367999998,2574.3828444
11,2024-05-05T03:30:00Z,0.0,2741.8310367999998,2574.3828444
12,2024-05-05T04:00:00Z,1.877932e-05,2741.8310367999998,2574.3828444
13,2024-05-05T04:30:00Z,19.17272065,2741.8310367999998,2574.3828444
14,2024-05-05T05:00:00Z,76.9913194,2741.8310367999998,2574.3828444
15,2024-05-05T05:30:00Z,175.078279,2741.8310367999998,2574.3828444
16,2024-05-05T06:00:00Z,266.508464,2741.8310367999998,2574.3828444
17,2024-05-05T06:30:00Z,423.941884,2741.8310367999998,2574.3828444
18,2024-05-05T07:00:00Z,631.967993,2741.8310367999998,2574.3828444
19,2024-05-05T07:30:00Z,868.684474,2741.8310367999998,2574.3828444
20,2024-05-05T08:00:00Z,1109.08993,2741.8310367999998,2574.3828444
21,2024-05-05T08:30:00Z,1329.38098,2741.8310367999998,2574.3828444
22,2024-05-05T09:00:00Z,1509.69261,2741.8310367999998,2574.3828444
23,2024-05-05T09:30:00Z,1681.63329,2741.8310367999998,2574.3828444
24,2024-05-05T10:00:00Z,1771.7001,2741.8310367999998,2574.3828444
25,2024-05-05T10:30:00Z,1795.10847,2741.8310367999998,2574.3828444
26,2024-05-05T11:00:00Z,1790.59413,2741.8310367999998,2574.3828444
27,2024-05-05T11:30:00Z,1701.99045,2741.8310367999998,2574.3828444
28,2024-05-05T12:00:00Z,1745.42754,2741.8310367999998,2574.3828444
29,2024-05-05T12:30:00Z,1614.656612,2741.8310367999998,2574.3828444
30,2024-05-05T13:00:00Z,1438.977652,2741.8310367999998,2574.3828444
31,2024-05-05T13:30:00Z,1279.47871,2741.8310367999998,2574.3828444
32,2024-05-05T14:00:00Z,1165.626612,2741.8310367999998,2574.3828444
33,2024-05-05T14:30:00Z,878.399951,2741.8310367999998,2574.3828444
34,2024-05-05T15:00:00Z,760.8160330000001,2741.8310367999998,2574.3828444
35,2024-05-05T15:30:00Z,583.247248,2741.8310367999998,2574.3828444
36,2024-05-05T16:00:00Z,481.872652,2741.8310367999998,2574.3828444
37,2024-05-05T16:30:00Z,378.114079,2741.8310367999998,2574.3828444
38,2024-05-05T17:00:00Z,270.62035099999997,2741.8310367999998,2574.3828444
39,2024-05-05T17:30:00Z,167.1779269,2741.8310367999998,2574.3828444
40,2024-05-05T18:00:00Z,85.237481,2741.8310367999998,2574.3828444
41,2024-05-05T18:30:00Z,31.1662958,2741.8310367999998,2574.3828444
42,2024-05-05T19:00:00Z,2.608538086,2741.8310367999998,2574.3828444
43,2024-05-05T19:30:00Z,0.00024886805399999996,2741.8310367999998,2574.3828444
44,2024-05-05T20:00:00Z,0.0,2741.8310367999998,2574.3828444
45,2024-05-05T20:30:00Z,0.0,2741.8310367999998,2574.3828444
46,2024-05-05T21:00:00Z,0.0,2741.8310367999998,2574.3828444
47,2024-05-05T21:30:00Z,0.0,2741.8310367999998,2574.3828444
48,2024-05-05T22:00:00Z,0.0,2741.8310367999998,2574.3828444
